userId,createdAt,countryCode,platform,amount,eventId,source,network,adUnitFormat,deviceId,advertisingId,packageName,adUnitName
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:20:20.208692 UTC,us,android,0.000142903,IZIA09087128797965,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:20:29.909430 UTC,us,android,0.00102,KNFB86800907039485,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:20:39.800514 UTC,us,android,5.57E-05,ZKNK23417087773815,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
08603348Lf1ccd58d471db788afc8b4b26af0,2024-01-01 04:36:33.437742 UTC,us,ios,0.0260261,PXLI66724435298042,source 1,network 1,adUnitFormat 3,XGTT77524482245241,WHTG32858174869758,packageName 4,adUnitName 18
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:14:17.976272 UTC,us,android,0.00032962,UTCP74407885696964,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:14:33.901551 UTC,us,android,0.00050001,GIKF50174116140867,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:14:44.049259 UTC,us,android,0.0312392,IQVX94506049640435,source 1,network 1,adUnitFormat 3,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 12
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:15:04.175162 UTC,us,android,0.000392865,LZCE64721846991231,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:15:13.855157 UTC,us,android,0.000492312,UOTG76163836034975,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:15:23.910543 UTC,us,android,0.000392865,ASVG13300336274100,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:15:33.955094 UTC,us,android,0.000321435,WSLH01694234481938,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:15:43.859903 UTC,us,android,0.000392865,ROVF59778376765987,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:15:54.058302 UTC,us,android,0.000392865,FYCJ29156546919043,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:16:03.868492 UTC,us,android,0.000321435,MIHN93376710541855,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:16:23.698755 UTC,us,android,0.000492312,GWLC89819140587086,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:16:33.699274 UTC,us,android,0.000492312,EXDT80831369062637,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:16:43.761178 UTC,us,android,0.00032,CQHC61098568602968,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:16:53.859479 UTC,us,android,0.000492312,EHER54708541833433,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:16:57.226030 UTC,us,android,0.025649,DXGL78135112395100,source 1,network 2,adUnitFormat 3,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 12
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:18:31.468403 UTC,us,android,0.000492312,SOBO00660899236711,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:18:41.761561 UTC,us,android,0.000250005,TGFW51490186953012,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:18:51.523722 UTC,us,android,0.000492312,KJSJ11283273636792,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:19:00.021904 UTC,us,android,0.0222663,GNWX81574680204412,source 1,network 1,adUnitFormat 3,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 12
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:19:28.043405 UTC,us,android,0.000492312,BWWO97428198086519,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:19:37.988614 UTC,us,android,0.000492312,XJFC00417748739463,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:19:47.911040 UTC,us,android,0.000492312,RNMM22311476647311,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:19:57.873136 UTC,us,android,0.000492312,WMCN88643723526919,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:20:07.364896 UTC,us,android,0.0403585,UGVS26713844871690,source 1,network 11,adUnitFormat 1,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 19
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:20:47.651739 UTC,us,android,0.000492312,TOZR84314006791794,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:20:56.798199 UTC,us,android,0.000492312,QFXM71553083600420,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:21:06.819072 UTC,us,android,0.000492312,NBYA53168586320974,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:21:16.677910 UTC,us,android,0.000275708,ZBHB73025554924441,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:21:26.709910 UTC,us,android,0.000492312,XGVQ46164289018624,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:21:36.813666 UTC,us,android,0.00033,FTSI98521611597098,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:21:46.723762 UTC,us,android,0.000492312,MEBK12873938843116,source 1,network 7,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:21:56.815793 UTC,us,android,0.00138,AIST27786779218470,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 05:22:07.011433 UTC,us,android,0.000250005,SXDH46924392393701,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 15:53:48.700769 UTC,us,android,0.00048412,YVKA45141191187349,source 1,network 17,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 15:56:49.170649 UTC,us,android,0.00107679,ZBCU06002554197012,source 1,network 13,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 15:57:54.934038 UTC,us,android,0.00056,ZSMA22748752619369,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 15:58:04.899140 UTC,us,android,0.000301503,DGPW23133604260497,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 18:45:45.013534 UTC,us,android,0.000300609,HANN28830846907658,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 18:45:55.101665 UTC,us,android,0.00047,QJDO85797929129560,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 18:46:05.182954 UTC,us,android,0.00047,AZIY24013609375662,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 18:46:15.315603 UTC,us,android,0.00045,IESX34062500392173,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 18:46:20.246468 UTC,us,android,0.024,HIFB34242861363722,source 1,network 3,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 18:46:32.387467 UTC,us,android,0.000152956,OCCC98917744581649,source 1,network 15,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:15:42.505462 UTC,us,android,0.00047,SFZZ27023614496274,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:15:52.510994 UTC,us,android,0.00047,VKLZ19795367403348,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:16:02.557426 UTC,us,android,0.00047,XLAJ51939129677739,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:16:10.270394 UTC,us,android,0.013,SEEI92088974478678,source 1,network 3,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:16:23.835880 UTC,us,android,0.00047,PUBP70938748033889,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:17:13.676368 UTC,us,android,0.00047,TCVX10732700034465,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:17:23.725860 UTC,us,android,0.00047,ABDP30681804086265,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:17:33.676164 UTC,us,android,0.00047,QMUG84712067753961,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:17:43.671810 UTC,us,android,0.00047,IWWK12866224426206,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:17:46.605456 UTC,us,android,0.013,UGNS53265576828420,source 1,network 3,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:18:44.714442 UTC,us,android,8.14E-05,IQQQ17921754904437,source 1,network 1,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:22:11.602707 UTC,us,android,0.00016,LDZH12363717744047,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:22:21.459592 UTC,us,android,0.00075,XBIE18948511944851,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:22:23.485020 UTC,us,android,0.017203,INVY28486486187650,source 1,network 7,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:22:38.930145 UTC,us,android,0.000161717,EXYV83331664638703,source 1,network 15,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:22:49.007859 UTC,us,android,0.00021,NCUI64177044326562,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:22:59.021655 UTC,us,android,0.00015,ACDH09681567274013,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:24:44.883067 UTC,us,android,0.00015,CQDA58981036616028,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:24:54.798570 UTC,us,android,0.00015,KHJO11240177223818,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:25:06.054248 UTC,us,android,0.00027225,EABH43485214384560,source 1,network 17,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:25:14.862052 UTC,us,android,0.00047,XYEY52746388724992,source 1,network 3,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:25:24.723691 UTC,us,android,0.0001995,WBQT98378788929526,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:25:43.493476 UTC,us,android,0.00440987,EEFS92354969442186,source 1,network 13,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:02.113182 UTC,us,android,0.000301503,IKWE84678356845014,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:12.041984 UTC,us,android,0.00021,TXLN41001433074472,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:22.017481 UTC,us,android,0.00015,BJPC80727971174903,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:31.956091 UTC,us,android,0.00015,AOOE65836352706609,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:25.172493 UTC,us,android,0.00013321,XGYV88941729879597,source 1,network 15,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:37.137139 UTC,us,android,0.00017025,GBAD22081742736051,source 1,network 17,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:45.027554 UTC,us,android,9.83E-05,LWXE43587051328529,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:57.193192 UTC,us,android,0.0001545,RRHA17758967443000,source 1,network 17,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:05.057395 UTC,us,android,0.000183,RQKM01902906003742,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:15.103242 UTC,us,android,0.00043,WYAO28374620127911,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:25.140211 UTC,us,android,0.000301503,PRLE51004806085527,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:26.505226 UTC,us,android,0.013,ILLY07993066624749,source 1,network 3,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:42.115487 UTC,us,android,0.000301503,FLUF29807747310086,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:51.970345 UTC,us,android,0.0001215,VZEU30077789717869,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:02.029497 UTC,us,android,0.00014775,DQSX59510529300873,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:12.183580 UTC,us,android,0.000193204,ZDPP88144479376543,source 1,network 13,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:13.887775 UTC,us,android,0.00310992,WXUF68437423581327,source 1,network 1,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:16.161886 UTC,us,android,0.000126,SKWJ59270565996890,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
andr3348Loid,4ccce0a5e3fd350f,,,,GOSJ91715590377403,source 3,network 18,adUnitFormat 4,YCNR63263280188324,MVNH76971032880472,packageName 7,adUnitName 16
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:22.017481 UTC,us,android,0.00015,BJPC80727971174903,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:31.956091 UTC,us,android,0.00015,AOOE65836352706609,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:25.172493 UTC,us,android,0.00013321,XGYV88941729879597,source 1,network 15,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15
08603348Lf1ccd58d471db788afc8b4b26af0,2024-01-01 01:25:34.046271 UTC,us,ios,0.000221191,PBTJ67176203543951,source 1,network 5,adUnitFormat 2,XGTT77524482245241,WHTG32858174869758,packageName 3,adUnitName 8
08603348Lf1ccd58d471db788afc8b4b26af0,2024-01-01 01:28:09.534343 UTC,us,ios,0.000212524,KKQD12412988477374,source 1,network 5,adUnitFormat 2,XGTT77524482245241,WHTG32858174869758,packageName 3,adUnitName 8
08603348Lf1ccd58d471db788afc8b4b26af0,2024-01-01 01:54:45.470410 UTC,us,ios,0.000411133,DLEI88647377664341,source 1,network 5,adUnitFormat 2,XGTT77524482245241,WHTG32858174869758,packageName 3,adUnitName 8
08603348Lf1ccd58d471db788afc8b4b26af0,2024-01-01 04:32:28.254543 UTC,us,ios,0.0214688,CLYK42709690713879,source 1,network 5,adUnitFormat 3,XGTT77524482245241,WHTG32858174869758,packageName 3,adUnitName 7
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 05:02:39.465687 UTC,ca,android,0.000101411,NMFD23525567785987,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:05:44.576467 UTC,us,android,0.00494669,VTCG22147540339387,source 1,network 1,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:41:46.783231 UTC,ca,android,0.000154257,MEHX26688076746853,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:00:45.014775 UTC,ca,android,0.000132851,BNHB37216705096339,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
